team,opendota_id,rank,rating,slug,,tier
"Rz. Generation

1,000",14777,43,353,14777-rz-generation,,5
"War's Players Sucks

1,000",14778,43,353,14778-war-s-players-sucks,,5
"ZinniaNs

1,000",14780,43,353,14780-zinnians,,5
"Sergeants

1,000",14826,43,353,14826-sergeants,,5
"Marvogaming

1,000",14832,43,353,14832-marvogaming,,5
"MANEY

1,000",14861,43,353,14861-maney,,5
"GALAXY BROTHERS

1,000",14869,43,353,14869-galaxy-brothers,,5
"TEAM SUPER SAYAN

1,000",14891,43,353,14891-team-super-sayan,,5
"Team Clarity

1,000",14894,43,353,14894-team-clarity,,5
"ChemSquad

1,000",14895,43,353,14895-chemsquad,,5
"GUZENJE GLJIVE U GARAZI

1,000",14908,43,353,14908-guzenje-gljive-u-garazi,,5
"Team OGC Gaming

1,000",14914,43,353,14914-team-ogc-gaming,,5
"Too Hot Gaming

1,000",14915,43,353,14915-too-hot-gaming,,5
"Sativa Exelyst

1,000",14927,43,353,14927-sativa-exelyst,,5
"No CopyRight Squad

1,000",14930,43,353,14930-no-copyright-squad,,5
"Overdoses Gaming

1,000",14953,43,353,14953-overdoses-gaming,,5
"Face Factor

1,000",14958,43,353,14958-face-factor,,5
"Five ManiaX

1,000",14961,43,353,14961-five-maniax,,5
"Team Cross Fire Dota2

1,000",14967,43,353,14967-team-cross-fire-dota2,,5
"UNCOMMON

1,000",14975,43,353,14975-uncommon,,5
"FeedMyLane

1,000",14981,43,353,14981-feedmylane,,5
"Faster Gaming

1,000",14985,43,353,14985-faster-gaming,,5
"Villain Alliance

1,000",14988,43,353,14988-villain-alliance,,5
"Night Raids

1,000",15008,43,353,15008-night-raids,,5
"Pro Gaming

1,000",15009,43,353,15009-pro-gaming,,5
"neongamer

1,000",15012,43,353,15012-neongamer,,5
"LusiV eSports

1,000",15025,43,353,15025-lusiv-esports,,5
"EMPERORS

1,000",15045,43,353,15045-emperors,,5
"Five MusketeeR's

1,000",15061,43,353,15061-five-musketeer-s,,5
"Dududurino Dota 2

1,000",15064,43,353,15064-dududurino-dota-2,,5
"Vir Fortis

1,000",15065,43,353,15065-vir-fortis,,5
"eMpathy eSports

1,000",15066,43,353,15066-empathy-esports,,5
"pROmaniacs

1,000",15069,43,353,15069-promaniacs,,5
"INVERNO Sure Gaming

1,000",15074,43,353,15074-inverno-sure-gaming,,5
"Ez.Life

1,000",15094,43,353,15094-ez-life,,5
"Test team ...02

1,000",15097,43,353,15097-test-team-02,,5
"Parody Gaming

1,000",15111,43,353,15111-parody-gaming,,5
"Team Spartan Dota2

1,000",15112,43,353,15112-team-spartan-dota2,,5
"Walking Feed

1,000",15124,43,353,15124-walking-feed,,5
"ViciousBoy

1,000",15135,43,353,15135-viciousboy,,5
"Swiss Prime Gaming DotA 2

1,000",15159,43,353,15159-swiss-prime-gaming-dota-2,,5
"#REP.of.Gamers

1,000",15165,43,353,15165-rep-of-gamers,,5
"Based!

1,000",15171,43,353,15171-based,,5
"HEROIC.INDO

1,000",15181,43,353,15181-heroic-indo,,5
"Xplicit Pro

1,000",15182,43,353,15182-xplicit-pro,,5
"Team Bossa Nova

1,000",15197,43,353,15197-team-bossa-nova,,5
"Team One Up

1,000",15198,43,353,15198-team-one-up,,5
"Extrovert 96

1,000",15200,43,353,15200-extrovert-96,,5
"Hell_Gaming

1,000",15203,43,353,15203-hell-gaming,,5
"MuS7 Clan

1,000",15206,43,353,15206-mus7-clan,,5
"Xodus Gaming

1,000",15207,43,353,15207-xodus-gaming,,5
"Team ExistencE

1,000",15220,43,353,15220-team-existence,,5
"Natus Vinczere

1,000",15221,43,353,15221-natus-vinczere,,5
"Wolfpack Team - Dota2

1,000",15229,43,353,15229-wolfpack-team-dota2,,5
"Sugar and Spice

1,000",15238,43,353,15238-sugar-and-spice,,5
"Willzone

1,000",15262,43,353,15262-willzone,,5
"Red Machine Gaming

1,000",15263,43,353,15263-red-machine-gaming,,5
"Natural Kindness

1,000",15325,43,353,15325-natural-kindness,,5
"ZeroToHero

1,000",15335,43,353,15335-zerotohero,,5
"Pichau

1,000",15347,43,353,15347-pichau,,5
"RajaGamers

1,000",15348,43,353,15348-rajagamers,,5
"Encank

1,000",15351,43,353,15351-encank,,5
"Don't Tell Mama

1,000",15352,43,353,15352-don-t-tell-mama,,5
"Grace Five

1,000",15387,43,353,15387-grace-five,,5
"Vanquest Gaming

1,000",15537,43,353,15537-vanquest-gaming,,5
"Fnet2Crew

1,000",15580,43,353,15580-fnet2crew,,5
"team gosu

1,000",15607,43,353,15607-team-gosu,,5
"IllusionistZ Gaming

1,000",15610,43,353,15610-illusionistz-gaming,,5
"UnderTake eSports Dota 2

1,000",15653,43,353,15653-undertake-esports-dota-2,,5
"Extemporize Gaming.Dota2

1,000",15827,43,353,15827-extemporize-gaming-dota2,,5
"Team . Omega

1,000",15829,43,353,15829-team-omega,,5
"TJYOSH NetZoNe

1,000",15833,43,353,15833-tjyosh-netzone,,5
"Retromantic

1,000",15840,43,353,15840-retromantic,,5
"Team AGG Dota2

1,000",15868,43,353,15868-team-agg-dota2,,5
"Phoenix Butcher

1,000",16108,43,353,16108-phoenix-butcher,,5
"One Thousand River

1,000",16295,43,555,16295-one-thousand-river,,5
"ABC555

1,000",16302,43,555,16302-abc555,,5
"Team LvH Gaming

1,000",16368,43,555,16368-team-lvh-gaming,,5
"xTream TeCH

1,000",16466,43,555,16466-xtream-tech,,5
"Alien Elites

1,000",16575,43,555,16575-alien-elites,,5
"Universe DOTA 2

1,000",16605,43,555,16605-universe-dota-2,,5
"Foxs

1,000",16639,43,555,16639-foxs,,5
"GachiGasmic

1,000",16673,43,555,16673-gachigasmic,,5
"BeastMode.GG

1,000",16682,43,555,16682-beastmode-gg,,5
"SuperWorm

1,000",16690,43,555,16690-superworm,,5
"Team DkS

1,000",16740,43,353,16740-team-dks,,5
"Mineski-Y

1,000",16792,43,353,16792-mineski-y,,5
"bangsamoro

1,000",16821,43,353,16821-bangsamoro,,5
"Java Eternal Team

1,000",16825,43,353,16825-java-eternal-team,,5
"Flare Gaming

1,000",16848,43,353,16848-flare-gaming,,5
"Chill

1,000",16849,43,353,16849-chill,,5
"Extreme Gravity DOTA2

1,000",16870,43,353,16870-extreme-gravity-dota2,,5
"2kScrubs

1,000",16918,43,353,16918-2kscrubs,,5
"4FUN

1,000",16919,43,353,16919-4fun,,5
"Osur Loves Men

1,000",16931,43,353,16931-osur-loves-men,,5
"Plague Boys Gaming

1,000",16934,43,353,16934-plague-boys-gaming,,5
"KingsMan Gaming

1,000",16939,43,353,16939-kingsman-gaming,,5
"Rampage Reborn

1,000",16947,43,353,16947-rampage-reborn,,5
"azzzz

1,000",16976,43,353,16976-azzzz,,5
"APEIGAMING Dota2

1,000",16985,43,353,16985-apeigaming-dota2,,5
"Team Stay Alive

1,000",16999,43,353,16999-team-stay-alive,,5
"HEADHUNTERS

1,000",17024,43,353,17024-headhunters,,5
"Death Scythe

1,000",17029,43,353,17029-death-scythe,,5
"Assassin Revolution

1,000",17112,43,353,17112-assassin-revolution,,5
"Team.8

1,000",17141,43,353,17141-team-8,,5
"Team Halycon

1,000",17198,43,353,17198-team-halycon,,5
"Tecsonca1i

1,000",17231,43,353,17231-tecsonca1i,,5
"Eliet Aztekz

1,000",17313,43,353,17313-eliet-aztekz,,5
"WillZone Pro-Gaming

1,000",17366,43,353,17366-willzone-pro-gaming,,5
"NoObs Gon3 WilD

1,000",17392,43,353,17392-noobs-gon3-wild,,5
"LastFalenasR

1,000",17490,43,353,17490-lastfalenasr,,5
"Moya_ben

1,000",17496,43,353,17496-moya-ben,,5
"Dementia

1,000",17499,43,353,17499-dementia,,5
"2k Scrubs

1,000",17525,43,353,17525-2k-scrubs,,5
"Team Outshine

1,000",17632,43,353,17632-team-outshine,,5
"Return Of Empire

1,000",17693,43,353,17693-return-of-empire,,5
"Axen Gaming

1,000",17694,43,353,17694-axen-gaming,,5
"TnC MABINI

1,000",17709,43,353,17709-tnc-mabini,,5
"EQUATOR

1,000",17742,43,353,17742-equator,,5
"Boyfriend Mo

1,000",17746,43,353,17746-boyfriend-mo,,5
"On-Target

1,000",17747,43,353,17747-on-target,,5
"GALAXY

1,000",17752,43,353,17752-galaxy,,5
"GSPOT GAMING

1,000",17758,43,353,17758-gspot-gaming,,5
"katuja_(eLtax)

1,000",17764,43,353,17764-katuja-eltax,,5
"TeragicZone

1,000",17785,43,353,17785-teragiczone,,5
"EyeGlass Gaming

1,000",17799,43,353,17799-eyeglass-gaming,,5
"Team Exile

1,000",17830,43,353,17830-team-exile,,5
"2 C

1,000",17850,43,353,17850-2-c,,5
"FightLogic

1,000",17852,43,353,17852-fightlogic,,5
"Razer.vye

1,000",17856,43,353,17856-razer-vye,,5
"Vocaloid Gaming

1,000",17884,43,353,17884-vocaloid-gaming,,5
"Radical

1,000",17887,43,353,17887-radical,,5
"[FLAMES FIGHTERS]

1,000",17892,43,353,17892-flames-fighters,,5
"Engineering Gaming

1,000",17893,43,353,17893-engineering-gaming,,5
"Ascention

1,000",17944,43,353,17944-ascention,,5
"TCU NET HAUZ

1,000",17969,43,353,17969-tcu-net-hauz,,5
"Team WarHeads

1,000",17986,43,353,17986-team-warheads,,5
"xTreme e-Sports

1,000",17988,43,353,17988-xtreme-e-sports,,5
"ErroR|GaminG

1,000",18002,43,353,18002-error-gaming,,5
"TJYOSH Net Zone

1,000",18007,43,353,18007-tjyosh-net-zone,,5
"Toad Gaming

1,000",18018,43,353,18018-toad-gaming,,5
"EliteSquadron

1,000",18061,43,353,18061-elitesquadron,,5
"Golden Warriors

1,000",18063,43,353,18063-golden-warriors,,5
"Six For Nine

1,000",18188,43,353,18188-six-for-nine,,5
"Team Calamity

1,000",18230,43,353,18230-team-calamity,,5
"Platoon

1,000",18239,43,9696,18239-platoon,,5
"JusT

1,000",18240,43,9696,18240-just,,5
"exorcism

1,000",18241,43,9696,18241-exorcism,,5
"RG

1,000",18242,43,9696,18242-rg,,5
"Keuh Dota 2

1,000",18247,43,9696,18247-keuh-dota-2,,5
"Team Shinobi

1,000",18249,43,9696,18249-team-shinobi,,5
"[K2]GAMERS_REBORN

1,000",18270,43,9696,18270-k2-gamers-reborn,,5
"Spartacular

1,000",18376,43,9696,18376-spartacular,,5
"gaphi

1,000",18406,43,9696,18406-gaphi,,5
"Badman9696

1,000",18477,43,9696,18477-badman9696,,5
"VoN

1,000",18483,43,353,18483-von,,5
"GGNet SeenLords

1,000",18505,43,353,18505-ggnet-seenlords,,5
"Gangster Gorrilaz

1,000",18519,43,353,18519-gangster-gorrilaz,,5
"PokemonHunter

1,000",18611,43,353,18611-pokemonhunter,,5
"KrakenEsport

1,000",18635,43,353,18635-krakenesport,,5
"Viggo.Net

1,000",18642,43,353,18642-viggo-net,,5
"Vice Versa

1,000",18719,43,353,18719-vice-versa,,5
"ScareCrow

1,000",18812,43,353,18812-scarecrow,,5
"X-Hyper

1,000",18834,43,353,18834-x-hyper,,5
"Attax eSports

1,000",18848,43,353,18848-attax-esports,,5
"Crimson Gryffins

1,000",18918,43,353,18918-crimson-gryffins,,5
"Dangerous Boys

1,000",18968,43,353,18968-dangerous-boys,,5
"Team Moldova

1,000",18971,43,353,18971-team-moldova,,5
"Five Divines

1,000",18976,43,353,18976-five-divines,,5
"WilcathWardens

1,000",19012,43,353,19012-wilcathwardens,,5
"MarshMellow

1,000",19024,43,353,19024-marshmellow,,5
"Vi' Aquila

1,000",19033,43,353,19033-vi-aquila,,5
"JACK-ARTA

1,000",19051,43,353,19051-jack-arta,,5
"Heneral

1,000",19052,43,353,19052-heneral,,5
"RazeRWave

1,000",19067,43,353,19067-razerwave,,5
"Evitus Stultus

1,000",19120,43,353,19120-evitus-stultus,,5
"Be Us Gamer

1,000",19129,43,353,19129-be-us-gamer,,5
"Nirvana.ID

1,000",19262,43,353,19262-nirvana-id,,5
"BrutalFissure

1,000",19274,43,353,19274-brutalfissure,,5
"ReFleX.G2A

1,000",19336,43,353,19336-reflex-g2a,,5
"Suicide Scrubs

1,000",19418,43,353,19418-suicide-scrubs,,5
"Bracerking

1,000",19428,43,353,19428-bracerking,,5
"SUICIDE SKU

1,000",19465,43,353,19465-suicide-sku,,5
"Double Damage

1,000",19466,43,353,19466-double-damage,,5
"ibqbrncalv

1,000",19473,43,353,19473-ibqbrncalv,,5
"Dare2Dream

1,000",19474,43,353,19474-dare2dream,,5
"Global Maven

1,000",19534,43,353,19534-global-maven,,5
"Team RPG

1,000",19696,43,353,19696-team-rpg,,5
"Small but Trouble

1,000",19702,43,353,19702-small-but-trouble,,5
"Lnacy

1,000",19710,43,353,19710-lnacy,,5
"Yvan

1,000",19781,43,353,19781-yvan,,5
"Team OGMT

1,000",19799,43,353,19799-team-ogmt,,5
"MST.X-Cyber

1,000",19809,43,353,19809-mst-x-cyber,,5
"Christian

1,000",19852,43,353,19852-christian,,5
"Ayasib.Gaming

1,000",19867,43,353,19867-ayasib-gaming,,5
"Five Animals

1,000",19869,43,353,19869-five-animals,,5
"Loyalty

1,000",19888,43,353,19888-loyalty,,5
"MMR ASSASSINS

1,000",19926,43,353,19926-mmr-assassins,,5
"Team Ayam

1,000",20086,43,353,20086-team-ayam,,5
"Sentinel eSports

1,000",20169,43,353,20169-sentinel-esports,,5
"WTF-GAMING

1,000",20212,43,353,20212-wtf-gaming,,5
"Team Anyhow Reborn

1,000",20270,43,353,20270-team-anyhow-reborn,,5
"Nevo Esports

1,000",20314,43,353,20314-nevo-esports,,5
"Crisis Memory

1,000",20329,43,353,20329-crisis-memory,,5
"Rujak Nanas

1,000",20341,43,353,20341-rujak-nanas,,5
"Dark Shadows

1,000",20349,43,353,20349-dark-shadows,,5
"MeliOdaS

1,000",20390,43,353,20390-meliodas,,5
"YogaBBDI

1,000",20396,43,353,20396-yogabbdi,,5
"AlphaGaming

1,000",20411,43,353,20411-alphagaming,,5
"LinkKPrOO

1,000",20506,43,353,20506-linkkproo,,5
"Team Phoenix

1,000",20511,43,353,20511-team-phoenix,,5
"MiGtHy SqUaDrOn

1,000",20516,43,353,20516-migthy-squadron,,5
"Luminous

1,000",20518,43,353,20518-luminous,,5
"The nobLe

1,000",20560,43,353,20560-the-noble,,5
"Guarda Film Resident Evil 6 - The Final Chapter St

1,000",20569,43,353,20569-guarda-film-resident-evil-6-the-final-chapter-stre,,5
"Seemetogether

1,000",20651,43,353,20651-seemetogether,,5
"eXperts eSports

1,000",20661,43,353,20661-experts-esports,,5
"DEZCOM ALL STAR

1,000",20670,43,353,20670-dezcom-all-star,,5
"Cryptex Gaming

1,000",20673,43,353,20673-cryptex-gaming,,5
"GEMORY TEAM

1,000",20688,43,353,20688-gemory-team,,5
"Lancers of Chicoi

1,000",20690,43,353,20690-lancers-of-chicoi,,5
"Burden Unity

1,000",20750,43,353,20750-burden-unity,,5
"Team Virgin

1,000",20754,43,353,20754-team-virgin,,5
"HawksReborn

1,000",20789,43,353,20789-hawksreborn,,5
"Sickret

1,000",20799,43,353,20799-sickret,,5
"Mystic Force

1,000",20838,43,353,20838-mystic-force,,5
"Battle Gaming

1,000",20840,43,353,20840-battle-gaming,,5
"Team Liquid.

1,000",20853,43,353,20853-team-liquid,,5
"The Authority

1,000",20886,43,353,20886-the-authority,,5
"REU-Esport

1,000",20887,43,353,20887-reu-esport,,5
"TigersGG

1,000",20902,43,353,20902-tigersgg,,5
"TYPHOON GAMING-

1,000",21000,43,353,21000-typhoon-gaming,,5
"Pashuber Gaming

1,000",21007,43,353,21007-pashuber-gaming,,5
"Fruit Salad

1,000",21010,43,353,21010-fruit-salad,,5
"Vesver.pro

1,000",21015,43,353,21015-vesver-pro,,5
"Redbulls Energy

1,000",21093,43,353,21093-redbulls-energy,,5
"Team Putang

1,000",21120,43,353,21120-team-putang,,5
"Lone Gaming

1,000",21211,43,353,21211-lone-gaming,,5
"Jeremias Manacap

1,000",21238,43,353,21238-jeremias-manacap,,5
"MAC Gaming

1,000",21240,43,353,21240-mac-gaming,,5
"KUSAMNINGA

1,000",21254,43,353,21254-kusamninga,,5
"FAIGK Gang

1,000",21256,43,353,21256-faigk-gang,,5
"UnderdogsDota2

1,000",21257,43,353,21257-underdogsdota2,,5
"WH3Y GaMinG IND

1,000",21266,43,353,21266-wh3y-gaming-ind,,5
"Dagger of escape

1,000",21267,43,353,21267-dagger-of-escape,,5
"New Combo

1,000",21272,43,353,21272-new-combo,,5
"a Wipes of Murlocks

1,000",21277,43,353,21277-a-wipes-of-murlocks,,5
"Team BilLn

1,000",21278,43,353,21278-team-billn,,5
"ez game

1,000",21319,43,353,21319-ez-game,,5
"Team Ignite

1,000",21323,43,353,21323-team-ignite,,5
"Ultra Kill

1,000",21401,43,353,21401-ultra-kill,,5
"Adi Plane

1,000",21411,43,353,21411-adi-plane,,5
"Myzteriouz DotA 2 PH

1,000",21412,43,353,21412-myzteriouz-dota-2-ph,,5
"Team Chaos

1,000",21457,43,353,21457-team-chaos,,5
"Team Devops

1,000",21459,43,353,21459-team-devops,,5
"MPG

1,000",21466,43,353,21466-mpg,,5
"Qwerty

1,000",21472,43,353,21472-qwerty,,5
"Kubol Gaming

1,000",21482,43,353,21482-kubol-gaming,,5
"BeZaD

1,000",21483,43,353,21483-bezad,,5
"TTGamers

1,000",21490,43,353,21490-ttgamers,,5
"Infamous.MNL

1,000",21491,43,353,21491-infamous-mnl,,5
"Da Aphrodisiac Effecttt

1,000",21499,43,353,21499-da-aphrodisiac-effecttt,,5
"Born To Kill

1,000",21501,43,353,21501-born-to-kill,,5
"OnYx MaFia Gaming

1,000",21527,43,353,21527-onyx-mafia-gaming,,5
"Ashly

1,000",21545,43,353,21545-ashly,,5
"Team Vempire

1,000",21546,43,353,21546-team-vempire,,5
"Team Dark Feathers E-Sport

1,000",21553,43,353,21553-team-dark-feathers-e-sport,,5
"ESL Dota 2 Admins

1,000",21598,43,353,21598-esl-dota-2-admins,,5
"ROLLER KILLER E-SPORT

1,000",21716,43,353,21716-roller-killer-e-sport,,5
"ex-C9

1,000",21733,43,353,21733-ex-c9,,5
"WalkerGaming

1,000",21738,43,353,21738-walkergaming,,5
"Nocturnal Hunters

1,000",21791,43,353,21791-nocturnal-hunters,,5
"Random Stuff Dota2

1,000",21841,43,353,21841-random-stuff-dota2,,5
"Ghost Warriors

1,000",21869,43,353,21869-ghost-warriors,,5
"Scumbags

1,000",21883,43,353,21883-scumbags,,5
"Mr.Unknowns

1,000",21907,43,353,21907-mr-unknowns,,5
"QianXue

1,000",21945,43,353,21945-qianxue,,5
"Real Zombie Youngsters

1,000",21965,43,353,21965-real-zombie-youngsters,,5
"Karma Gaming

1,000",21994,43,353,21994-karma-gaming,,5
"Nerida Gaming

1,000",22025,43,353,22025-nerida-gaming,,5
"RDV Redemption

1,000",22027,43,353,22027-rdv-redemption,,5
"Lasaga Legion

1,000",22172,43,353,22172-lasaga-legion,,5
"Silence

1,000",22202,43,353,22202-silence,,5
"Suicide-Gaming

1,000",22227,43,353,22227-suicide-gaming,,5
"Gang Riot

1,000",22238,43,353,22238-gang-riot,,5
"Tipanoy Gamer

1,000",22259,43,353,22259-tipanoy-gamer,,5
"AggressiveFive

1,000",22262,43,353,22262-aggressivefive,,5
"ShockWave

1,000",22279,43,353,22279-shockwave,,5
"True Killing Style

1,000",22284,43,353,22284-true-killing-style,,5
"Equilibrium

1,000",22286,43,353,22286-equilibrium,,5
"Miyo

1,000",22317,43,353,22317-miyo,,5
"Melon Boys

1,000",22341,43,353,22341-melon-boys,,5
"RedCross

1,000",22365,43,353,22365-redcross,,5
"Styx.PH DOTA 2

1,000",22438,43,353,22438-styx-ph-dota-2,,5
"APEX PREDATOR

1,000",22511,43,353,22511-apex-predator,,5
"GarudaGamers

1,000",22512,43,353,22512-garudagamers,,5
"Team Death Knights

1,000",22560,43,353,22560-team-death-knights,,5
"uwo

1,000",22609,43,353,22609-uwo,,5
"Comeback Kid

1,000",22624,43,353,22624-comeback-kid,,5
"PandoraGaming

1,000",22626,43,353,22626-pandoragaming,,5
"Born To Win

1,000",22748,43,353,22748-born-to-win,,5
"Team Mugen

1,000",22764,43,353,22764-team-mugen,,5
"Elite Royal Team

1,000",22836,43,353,22836-elite-royal-team,,5
"The Outstanding

1,000",22863,43,353,22863-the-outstanding,,5
"Family Friendship Forever

1,000",22897,43,353,22897-family-friendship-forever,,5
"Mongols

1,000",22903,43,353,22903-mongols,,5
"Hi High

1,000",22909,43,353,22909-hi-high,,5
"©[Ganzer Film]™ Grießnockerlaffäre 4K Stream Deuts

1,000",22924,43,353,22924-c-ganzer-film-griessnockerlaffare-4k-stream-deutsc,,5
"MystiQ5 Gaming

1,000",22963,43,353,22963-mystiq5-gaming,,5
"Corrupted

1,000",23049,43,353,23049-corrupted,,5
"FiveTrashPlayer

1,000",23050,43,353,23050-fivetrashplayer,,5
"Assault

1,000",23161,43,353,23161-assault,,5
"Team Preparation

1,000",23259,43,353,23259-team-preparation,,5
"ARIS eSports

1,000",23281,43,353,23281-aris-esports,,5
"XAKOHCHE

1,000",23467,43,353,23467-xakohche,,5
"LinC+

1,000",23478,43,353,23478-linc,,5
"TMH

1,000",23521,43,353,23521-tmh,,5
"Persian Cavaliers Team

1,000",23532,43,353,23532-persian-cavaliers-team,,5
"Team agaX

1,000",23555,43,353,23555-team-agax,,5
"Maduri Utama

1,000",23580,43,353,23580-maduri-utama,,5
"BanditZ

1,000",23592,43,353,23592-banditz,,5
"A1pha

1,000",23594,43,353,23594-a1pha,,5
"Imperial

1,000",23603,43,353,23603-imperial,,5
"123-321

1,000",23640,43,353,23640-123-321,,5
"Reinforce

1,000",23711,43,353,23711-reinforce,,5
"Friend Zone

1,000",23772,43,90210,23772-friend-zone,,5
"EverGreen eSports™

1,000",23792,43,90210,23792-evergreen-esports,,5
"Ghost Reapers

1,000",23884,43,90210,23884-ghost-reapers,,5
"honsquad

1,000",24112,43,90210,24112-honsquad,,5
"Vince Andrie Dinsay

1,000",24165,43,90210,24165-vince-andrie-dinsay,,5
"Castle Gaming

1,000",24170,43,90210,24170-castle-gaming,,5
"90210

1,000",24229,43,90210,24229-90210,,5
"WeMadeStory

1,000",24348,43,90210,24348-wemadestory,,5
"Beast Party E-Sports

1,000",24442,43,90210,24442-beast-party-e-sports,,5
"Republic of Makusi

1,000",24582,43,90210,24582-republic-of-makusi,,5
"Midas Club

1,000",24584,43,353,24584-midas-club,,5
"Edge Gaming Core

1,000",24587,43,353,24587-edge-gaming-core,,5
"Undetermined

1,000",24739,43,353,24739-undetermined,,5
"TBD-GAMING

1,000",24993,43,353,24993-tbd-gaming,,5
"Rise of nightmare

1,000",25105,43,353,25105-rise-of-nightmare,,5
"Avatarius

1,000",25149,43,353,25149-avatarius,,5
"Demise.Pro

1,000",25229,43,353,25229-demise-pro,,5
"Mahershalal

1,000",25280,43,353,25280-mahershalal,,5
"FairPlay

1,000",25286,43,353,25286-fairplay,,5
"xXxXxXx

1,000",25296,43,353,25296-xxxxxxx,,5
"Not Have Be Cann't

1,000",25400,43,353,25400-not-have-be-cann-t,,5
"Pub Players

1,000",25422,43,353,25422-pub-players,,5
"TBA.D2

1,000",25479,43,353,25479-tba-d2,,5
"Insane Gangster Disciples

1,000",25502,43,353,25502-insane-gangster-disciples,,5
"Team Yeezy

1,000",25691,43,353,25691-team-yeezy,,5
"InDifference

1,000",25695,43,353,25695-indifference,,5
"WREEBBIT

1,000",25753,43,353,25753-wreebbit,,5
"HoriZon

1,000",25757,43,353,25757-horizon,,5
"Power Rangers

1,000",25843,43,353,25843-power-rangers,,5
"Team Infinity

1,000",25860,43,353,25860-team-infinity,,5
"NoviceEmpire

1,000",25875,43,353,25875-noviceempire,,5
"Victorious Secret

1,000",25916,43,353,25916-victorious-secret,,5
"Chilong

1,000",25928,43,353,25928-chilong,,5
"Team Faries

1,000",25984,43,353,25984-team-faries,,5
"Team Unicorn

1,000",25986,43,353,25986-team-unicorn,,5
"SSC Dota team

1,000",26129,43,353,26129-ssc-dota-team,,5
"Demonix

1,000",26134,43,353,26134-demonix,,5
"Turas

1,000",26146,43,353,26146-turas,,5
"Team FearLess

1,000",26222,43,353,26222-team-fearless,,5
"lords

1,000",26229,43,353,26229-lords,,5
"EPIC GAMING

1,000",26237,43,353,26237-epic-gaming,,5
"Thunder X3 Baskonia

1,000",26440,43,353,26440-thunder-x3-baskonia,,5
"Union Penosa

1,000",26441,43,353,26441-union-penosa,,5
"Game Ruiners

1,000",26442,43,353,26442-game-ruiners,,5
"eL Solo Lobo

1,000",26748,43,353,26748-el-solo-lobo,,5
"Revenge

1,000",26876,43,353,26876-revenge,,5
"Alabama vs Georgia

1,000",26967,43,353,26967-alabama-vs-georgia,,5
"Digital Assassins Gaming

1,000",27127,43,353,27127-digital-assassins-gaming,,5
"Team Sixth Sense

1,000",27131,43,353,27131-team-sixth-sense,,5
"INTENSE

1,000",27320,43,353,27320-intense,,5
"Spirit4Better

1,000",27396,43,353,27396-spirit4better,,5
"Team Wykop

1,000",27495,43,353,27495-team-wykop,,5
"Uncrowned KINGS

1,000",27616,43,353,27616-uncrowned-kings,,5
"LegacySports

1,000",28066,43,353,28066-legacysports,,5
"HEROIC INDO

1,000",28273,43,353,28273-heroic-indo,,5
"LNR

1,000",28293,43,353,28293-lnr,,5
"LiVE(esPN) Chelsea vs Barcelona Live Stream UCL Ga

1,000",28324,43,353,28324-live-espn-chelsea-vs-barcelona-live-stream-ucl-ga,,5
"Pro Gaming

1,000",28330,43,353,28330-pro-gaming,,5
"J4 E-Sports

1,000",28346,43,353,28346-j4-e-sports,,5
"Newking

1,000",28375,43,353,28375-newking,,5
"Inexorable Gaming

1,000",28554,43,353,28554-inexorable-gaming,,5
"oSCAR

1,000",28577,43,353,28577-oscar,,5
"50 Power House

1,000",28701,43,353,28701-50-power-house,,5
"kHalifa

1,000",28955,43,353,28955-khalifa,,5
"Requiem of Victories

1,000",29018,43,353,29018-requiem-of-victories,,5
"MAT' RODILA DOTEROV

1,000",29202,43,353,29202-mat-rodila-doterov,,5
"Skye Gaming

1,000",29226,43,353,29226-skye-gaming,,5
"Goth Boy Clique

1,000",29584,43,353,29584-goth-boy-clique,,5
"Five Dogs

1,000",29743,43,353,29743-five-dogs,,5
"The New Haven

1,000",29767,43,353,29767-the-new-haven,,5
"banananas

1,000",29778,43,353,29778-banananas,,5
"ErroR|GaminG

1,000",29832,43,353,29832-error-gaming,,5
"MyPlanet eSports

1,000",29889,43,353,29889-myplanet-esports,,5
"NOCTURN ID

1,000",29890,43,353,29890-nocturn-id,,5
"Road To Glory eSports

1,000",29935,43,353,29935-road-to-glory-esports,,5
"A2 Esports

1,000",30121,43,353,30121-a2-esports,,5
"DMC

1,000",30329,43,353,30329-dmc,,5
"Voyager

1,000",30349,43,353,30349-voyager,,5
"YamICH

1,000",30620,43,353,30620-yamich,,5
"SdelaySebyaSam

1,000",30622,43,353,30622-sdelaysebyasam,,5
"oh no

1,000",30623,43,353,30623-oh-no,,5
"Gigatronci

1,000",30695,43,353,30695-gigatronci,,5
"Without Problems

1,000",30697,43,353,30697-without-problems,,5
"BlessRNG

1,000",30698,43,353,30698-blessrng,,5
"Static Dream Tigers

1,000",30795,43,353,30795-static-dream-tigers,,5
"Team Rave

1,000",30821,43,353,30821-team-rave,,5
"7stars

1,000",30824,43,353,30824-7stars,,5
"Electrify v2

1,000",30834,43,353,30834-electrify-v2,,5
"Mah Nigma

1,000",30835,43,353,30835-mah-nigma,,5
"rADICAL GAMING

1,000",30853,43,353,30853-radical-gaming,,5
"MVP.hot6ix

1,000",30854,43,353,30854-mvp-hot6ix,,5
"FRz

1,000",30883,43,353,30883-frz,,5
"Somos Gamers

1,000",30924,43,353,30924-somos-gamers,,5
